HANDSET_NAME,HANDSET_BRAND
Samsung Galaxy Star Pro DUOS,Samsung
Samsung Galaxy Tab 2 7.0,Samsung
Samsung Galaxy Tab 3 7.0,Samsung
Samsung Galaxy Tab 3 7.0 Lite,Samsung
Samsung Galaxy Tab 3 7.0 LTE,Samsung
Samsung Galaxy Tab 4 7.0,Samsung
Samsung Galaxy Tab 4 7.0 LTE,Samsung
Samsung Galaxy Tab 4 8.0 LTE,Samsung
Samsung Galaxy Tab 7.7,Samsung
Samsung Galaxy Tab A 9.7,Samsung
Samsung Galaxy Tab E 9.6,Samsung
Samsung Galaxy Tab S 10.5,Samsung
Samsung Galaxy Tab S 2 8,Samsung
Samsung Galaxy Tab S 2 9.7,Samsung
Samsung Galaxy Tab S 8.4,Samsung
Samsung Galaxy Trend 2 Lite,Samsung
Samsung Galaxy Trend 2 Lite DUOS,Samsung
Samsung Galaxy Trend Lite,Samsung
Samsung Galaxy Trend Plus,Samsung
Samsung Galaxy Win DUOS,Samsung
Samsung Galaxy Young 2,Samsung
Samsung Galaxy Young 2 DUOS,Samsung
Samsung GC100 Galaxy Camera,Samsung
Samsung Gear S,Samsung
Samsung GT-S5312 Galaxy Pocket 2,Samsung
Samsung GT-S6810P Galaxy Fame NFC,Samsung
Samsung Guru Plus,Samsung
Samsung I317 Galaxy Note II LTE,Samsung
Samsung i450,Samsung
Samsung I5503,Samsung
Samsung i620,Samsung
Samsung i727 Galaxy S II Skyrocket,Samsung
Samsung I8150 Galaxy W,Samsung
Samsung I8160 Galaxy Ace 2,Samsung
Samsung I8160P Galaxy Ace 2,Samsung
Samsung I8200,Samsung
Samsung I8260 Galaxy Core,Samsung
Samsung I8262 Galaxy Core DUOS,Samsung
Samsung I8262B Galaxy Core DUOS,Samsung
Samsung I8262D Galaxy Core DUOS,Samsung
Samsung I8530 Galaxy Beam,Samsung
Samsung I8552 Galaxy Grand DUOS,Samsung
Samsung I8552 Galaxy Win DUOS,Samsung
Samsung I8730 Galaxy Express,Samsung
Samsung i8910 Omnia HD,Samsung
Samsung I9000 Galaxy S,Samsung
Samsung I9001 Galaxy S Plus,Samsung
Samsung I9003,Samsung
Samsung I9060 Galaxy Grand Lite,Samsung
Samsung I9060 Galaxy Grand Neo,Samsung
Samsung I9062 Galaxy Grand Lite DUOS,Samsung
Samsung I9070 Galaxy S Advance,Samsung
Samsung I9082 Galaxy Grand DUOS,Samsung
Samsung I9082C Galaxy Grand DUOS,Samsung
Samsung I9082i Galaxy Grand DUOS,Samsung
Samsung I9082L Galaxy Grand DUOS,Samsung
Samsung I9100 Galaxy S II,Samsung
Samsung I9100G,Samsung
Samsung I9100P Galaxy S II,Samsung
Samsung I9100T,Samsung
Samsung I9105 Galaxy S II Plus,Samsung
Samsung I9105P Galaxy S II Plus NFC,Samsung
Samsung I9152 Galaxy Mega 5.8 DUOS,Samsung
Samsung I9152P Galaxy Mega 5.8 DUOS,Samsung
Samsung I9168I,Samsung
Samsung I9200 Galaxy Mega 6.3,Samsung
Samsung I9205 Galaxy Mega 6.3 LTE,Samsung
Samsung I9250 Galaxy Nexus,Samsung
Samsung I9250M Galaxy Nexus,Samsung
Samsung I9301I Galaxy S III Neo,Samsung
Samsung i997 Infuse 4G,Samsung
Samsung J100F,Samsung
Samsung J100ML DUOS,Samsung
Samsung Keystone 2,Samsung
Samsung M250S,Samsung
Samsung M440S,Samsung
Samsung M620,Samsung
Samsung MediaPad S10 LTE,Samsung
Samsung Metro,Samsung
Samsung Metro 312,Samsung
Samsung N075 Galaxy J SC-02F,Samsung
Samsung N5100 Galaxy Note 8.0,Samsung
Samsung N7000 Galaxy Note,Samsung
Samsung N7000B Galaxy Note,Samsung
Samsung N7100 Galaxy Note II,Samsung
Samsung N7102 Galaxy Note II,Samsung
Samsung N7105 Galaxy Note II LTE,Samsung
Samsung N7105T Galaxy Note II LTE,Samsung
Samsung N750,Samsung
Samsung N7502,Samsung
Samsung N750K Galaxy Note 3 Neo LTE-A,Samsung
Samsung N8000 Galaxy Note 10.1,Samsung
Samsung N8020 Galaxy Note LTE 10.1,Samsung
Samsung N900 Galaxy Note 3,Samsung
Samsung N9002 Galaxy Note 3,Samsung
Samsung N9005 Galaxy Note 3,Samsung
Samsung N9006 Galaxy Note 3,Samsung
Samsung N9008 Galaxy Note 3,Samsung
Samsung N9009 Galaxy Note 3 CDMA,Samsung
Samsung N900A Galaxy Note 3,Samsung
Samsung N900D Galaxy Note 3,Samsung
Samsung N900L Galaxy Note 3,Samsung
Samsung N900S Galaxy Note 3,Samsung
Samsung N900T Galaxy Note 3,Samsung
Samsung N900W8 Galaxy Note 3,Samsung
Samsung N9109W,Samsung
Samsung N9158S,Samsung
Samsung N915A,Samsung
Samsung N915D Galaxy Note Edge SC-01G,Samsung
Samsung N915F,Samsung
Samsung N915G,Samsung
Samsung N915T Galaxy Note Edge,Samsung
Samsung OMNIA,Samsung
Samsung P1000 Galaxy Tab,Samsung
Samsung P3100 Galaxy Tab 2 7.0,Samsung
Samsung P5100 Galaxy Tab 2 10.1,Samsung
Samsung P5200 Galaxy Tab 3 10.1,Samsung
Samsung P601 Galaxy Note 10.1 2014 Edition,Samsung
Samsung P605 Galaxy Note 10.1 2014 Edition LTE,Samsung
Samsung P6200 Galaxy Tab 7.0 Plus,Samsung
Samsung P7300 Galaxy Tab 8.9,Samsung
Samsung P7500 Galaxy Tab 10.1,Samsung
Samsung P901 Galaxy Note Pro 12.2,Samsung
Samsung Piton DUOS,Samsung
Samsung S3332,Samsung
Samsung S3501C,Samsung
Samsung S3572 Ch@t 357 DUOS,Samsung
Samsung S3600i,Samsung
Samsung S3650 Corby,Samsung
Samsung S3653,Samsung
Samsung S3653W Corby WiFi,Samsung
Samsung S3802 Rex 70,Samsung
Samsung S3850 Corby II,Samsung
Samsung S5222 Star 3 Duos,Samsung
Samsung S5222R Rex 80,Samsung
Samsung S5233A,Samsung
Samsung S5233W Star,Samsung
Samsung S5253 Wave 525,Samsung
Samsung S5263 Star II,Samsung
Samsung S5280 Galaxy Star,Samsung
Samsung S5282 Galaxy Star,Samsung
Samsung S5300 Galaxy Pocket,Samsung
Samsung S5301,Samsung
Samsung S5301 Galaxy Pocket Plus,Samsung
Samsung S5302 Galaxy Pocket Duos,Samsung
Samsung S5303 Galaxy Y Plus,Samsung
Samsung S5310 Galaxy Pocket Neo,Samsung
Samsung S5310G Galaxy Pocket Neo,Samsung
Samsung S5310I Galaxy Pocket Neo,Samsung
Samsung S5333 Wave 533,Samsung
Samsung S5360,Samsung
Samsung S5360 Galaxy Y,Samsung
Samsung S5570 Galaxy Mini,Samsung
Samsung S5570I Galaxy Mini,Samsung
Samsung S5620 Monte,Samsung
Samsung S5660 Galaxy Gio,Samsung
Samsung S5670 Galaxy Fit,Samsung
Samsung S5830 Galaxy Ace,Samsung
Samsung S5830i Galaxy Ace,Samsung
Samsung S5830L Galaxy Ace,Samsung
Samsung S5830M Galaxy Ace,Samsung
Samsung S5839i Galaxy Ace,Samsung
Samsung S6012 Galaxy Y Duos,Samsung
Samsung S6102 Galaxy Y,Samsung
Samsung S6102 Galaxy Y Duos,Samsung
Samsung S6102B Galaxy Y Duos,Samsung
Samsung S6310 Galaxy Young,Samsung
Samsung S6310N Galaxy Young,Samsung
Samsung S6312 Galaxy Young Duos,Samsung
Samsung S6312 Galaxy Young DUOS,Samsung
Samsung S6500 Galaxy Mini 2,Samsung
Samsung S6500D Galaxy Mini 2,Samsung
Samsung S6790 Galaxy Fame Lite,Samsung
Samsung S6790N Galaxy Fame Lite,Samsung
Samsung S6802 Galaxy Ace Advance Dual SIM,Samsung
Samsung S6810 Galaxy Fame,Samsung
Samsung S6810P Galaxy Fame NFC,Samsung
Samsung S6812 Galaxy Fame,Samsung
Samsung S6812I Galaxy Fame,Samsung
Samsung S7233E,Samsung
Samsung S7262 Galaxy Star Plus DUOS,Samsung
Samsung S7262 Galaxy Star Pro DUOS,Samsung
Samsung S7270 Galaxy Ace 3,Samsung
Samsung S7272 Galaxy Ace 3 DUOS,Samsung
Samsung S7275B Galaxy Ace 3,Samsung
Samsung S7275R Galaxy Ace 3,Samsung
Samsung S7390 Galaxy Trend Lite,Samsung
Samsung S7392 Galaxy Trend DUOS,Samsung
Samsung S7500 Galaxy Ace Plus,Samsung
Samsung S7560 Galaxy Ace II X,Samsung
Samsung S7560M Galaxy Ace II X,Samsung
Samsung S7562 Galaxy S Duos,Samsung
Samsung S7562L Galaxy S Duos,Samsung
Samsung S7572 Galaxy Trend II DUOS,Samsung
Samsung S7580 Galaxy Trend Plus,Samsung
Samsung S7582 Galaxy S DUOS 2,Samsung
Samsung S7582 Galaxy Trend Plus,Samsung
Samsung S7582L Galaxy Trend Pro Dual,Samsung
Samsung S7583T,Samsung
Samsung S7710 Galaxy Xcover 2,Samsung
Samsung S8000 Jet,Samsung
Samsung S8530 Wave II,Samsung
Samsung S8600 Wave 3,Samsung
Samsung T111 Galaxy Tab 3 Lite,Samsung
Samsung T116,Samsung
Samsung T116NU,Samsung
Samsung T231,Samsung
Samsung T235,Samsung
Samsung T239,Samsung
Samsung T311 Galaxy Tab 3 8.0,Samsung
Samsung T325 Galaxy Tab Pro 8.4 LTE,Samsung
Samsung T331 Galaxy Tab 4 8.0,Samsung
Samsung T355,Samsung
Samsung T525 Galaxy Tab Pro 10.1 LTE,Samsung
Samsung T531,Samsung
Samsung T535 Galaxy Tab 4 10.1 LTE-A,Samsung
Samsung T599N Galaxy Exhibit,Samsung
Samsung T705,Samsung
Samsung T805,Samsung
Samsung T807A,Samsung
Samsung T889 Galaxy Note II,Samsung
Samsung T889V Galaxy Note 2,Samsung
Samsung T959,Samsung
Samsung T959V Galaxy S 4G,Samsung
Samsung T989 Galaxy S ll,Samsung
Samsung X640C,Samsung
"Sandstorm Technology Company A5, A6, A1, A6+, A3",Sandstorm
"Sandstorm Technology Company C37, C38, C39, C40, C41",Sandstorm
"Sandstorm Technology Company Elisa, Omega, Nancy, Pulse, Max",Sandstorm
"Sandstorm Technology Company G10, G20, G30",Sandstorm
"Sandstorm Technology Company GM200,GM201,GM202,GM203",Sandstorm
"Sandstorm Technology Company GM220,GM221,GM222,GM225",Sandstorm
"Sandstorm Technology Company mobitel001, mobitel002, mobitel003, mobitel004",Sandstorm
"Sandstorm Technology Company N4, N5, I500",Sandstorm
"Sandstorm Technology Company P1000,P2000,P3000",Sandstorm
Sandstorm Technology Company U-SKY U99 U88+ U86+ U168 U69 U169 U68+,Sandstorm
"Sandstorm Technology Company X6, X9, X10",Sandstorm
"Sandstorm Technology Company X8, X11, X22, X33, Z2",Sandstorm
SFR S302,SFR
SFR StarShine,SFR
SFR STARTRAIL II,SFR
Shanghai Feixun Communication C630Lw,Shanghai
Shanghai HuaQin Telecom Technology huaqin 831s,Shanghai
Sharp Yanhuo. F2,Sharp
Sharp ZTK P1108,Sharp
"Shenzhen Aolifeng Communication Technology E1090,E2030,E3010,E3660,E8080",Shenzhen
"Shenzhen Aolifeng Communication Technology E176,E270,E1010,E1050,E2020",Shenzhen
Shenzhen Aolifeng Communication Technology X10,Shenzhen
Shenzhen Coban Coban CB-900A,Shenzhen
Shenzhen Gaoxinqi Technology Mobile Communication Operation ET110,Shenzhen
Shenzhen KDI Communication D58,Shenzhen
Shenzhen Leaguer Telecom W838,Shenzhen
Shenzhen Malata I10,Shenzhen
Shenzhen Malata Malata I8,Shenzhen
Shenzhen Obbo DbbD XT270,Shenzhen
"Shenzhen OnePlus Science and Technology ONE A2003,ONE A2005",Shenzhen
Shenzhen OnePlus Science and Technology ONE E1001,Shenzhen
Shenzhen OnePlus Science and Technology ONE E1003,Shenzhen
Shenzhen OnePlus Science and Technology ONE E1005,Shenzhen
Shenzhen Plum Communications Equipment MR706,Shenzhen
Shenzhen Smartcell Communication Technology F29,Shenzhen
"Shenzhen Yifangmmunication Technology ASHA200,X330,X2-01,8520,9320",Shenzhen
Shenzhen Zowee Technology 7000Q,Shenzhen
Shenzhenban Electronics 302,Shenzhenban
Shenzhenshi Xingmashuma P1000,Shenzhenshi
Shenzhenshi Xingmashuma P2000,Shenzhenshi
Sico Technology SFB-1-17-01M,Sico
Sico Technology SSL1-35-2M,Sico
Sico Technology SSP-1-45-2M,Sico
Sico Technology SSR2-1-50-5M,Sico
Sico Technology ST3-Go-82-3G,Sico
Siemens CMR2020 LOGO!,Siemens
Siemens MC45,Siemens
Siemens MC55,Siemens
Siemens MC75,Siemens
Sierra Wireless AirCard 501,Sierra
Sierra Wireless AirCard 504,Sierra
Sierra Wireless AirCard 763S,Sierra
Sierra Wireless AirCard 875U,Sierra
Sierra Wireless AirCard 880,Sierra
Sierra Wireless AirPrime MC8805,Sierra
Sierra Wireless AirPrime Q2687,Sierra
Sierra Wireless AirPrime WISMO228,Sierra
Sierra Wireless EM7305,Sierra
Sierra Wireless HiLo V2 ingenico,Sierra
Sierra Wireless MC7710,Sierra
Sierra Wireless MC8790,Sierra
Sierra Wireless MC8795V,Sierra
Simcom 900R,Simcom
Simcom SIM300W,Simcom
Simcom SIM340,Simcom
Simcom SIM800H,Simcom
Simcom SIM840W,Simcom
Simcom SIM900,Simcom
Simcom SIM900B,Simcom
Simcom SIM900R,Simcom
Sony C1505 Xperia E,Sony
Sony C1605 Xperia E Dual,Sony
Sony C1905 Xperia M,Sony
Sony C2005 Xperia M Dual,Sony
Sony C2105 Xperia L,Sony
Sony C2305 Xperia C,Sony
Sony C5303 Xperia SP,Sony
Sony C5502 Xperia SP,Sony
Sony C6602 Xperia Z,Sony
Sony C6603 Xperia Z,Sony
Sony C6606 Xperia Z,Sony
Sony C6802 Xperia Z Ultra,Sony
Sony C6806 Xperia Z Ultra,Sony
Sony C6833 Xperia Z Ultra,Sony
Sony C6902 Xperia Z1,Sony
Sony C6903 Xperia Z1,Sony
Sony CMD-Z18,Sony
Sony D2005 Xperia E1,Sony
Sony D2105 Xperia E1 Dual,Sony
Sony D2212 Xperia E3 dual,Sony
Sony D2303 Xperia M2,Sony
Sony D2303 Xperia M2 dual,Sony
Sony D5303 Xperia T2 Ultra,Sony
Sony D5322 Xperia T2 Ultra dual,Sony
Sony D5503 Xperia Z1 Compact,Sony
Sony E5333 (TBC),Sony
Sony E5823 Xperia,Sony
Sony E6533 (TBC),Sony
Sony Ericsson C5621,Sony
Sony Ericsson CK13i txt,Sony
Sony Ericsson F2412m,Sony
Sony Ericsson F3507g,Sony
Sony Ericsson F3607gw,Sony
Sony Ericsson F5521gw,Sony
Sony Ericsson FWT G3x,Sony
Sony Ericsson H5321,Sony
Sony Ericsson J108i Cedar,Sony
Sony Ericsson K770i,Sony
Sony Ericsson LT15i Xperia Arc,Sony
Sony Ericsson LT18i Xperia arc S,Sony
Sony Ericsson LT22i Xperia P,Sony
Sony Ericsson LT26i Xperia S,Sony
Sony Ericsson LT26w Xperia Arco S,Sony
Sony Ericsson LT28h Xperia Ion,Sony
Sony Ericsson MK16i Xperia pro,Sony
Sony Ericsson MT11i Xperia neo V,Sony
Sony Ericsson MT15i Xperia neo,Sony
Sony Ericsson MT27i Xperia sola,Sony
Sony Ericsson P990i,Sony
Sony Ericsson ST15i Xperia Mini,Sony
Sony Ericsson ST17i Xperia active,Sony
Sony Ericsson ST18i Xperia ray,Sony
Sony Ericsson ST27i Xperia Advance,Sony
Sony Ericsson W995,Sony
Sony Ericsson WT19i Live with Walkman,Sony
Sony Ericsson Xperia X10,Sony
Sony Ericsson Xperia X10 Mini Pro,Sony
Sony Ericsson Xperia X8,Sony
Sony L39u Xperia Z1,Sony
Sony LT25i Xperia V,Sony
Sony LT26i Xperia S,Sony
Sony LT29i Xperia TX,Sony
Sony LT30p Xperia T,Sony
Sony MediaPad S10 LTE,Sony
Sony MT27i Xperia sola,Sony
Sony S39h Xperia C,Sony
"Sony S51h, D2212",Sony
Sony SGP321 Xperia Tablet Z,Sony
Sony ST21a2 Xperia Tipo Dual,Sony
Sony ST21i Tipo,Sony
Sony ST21i2 Xperia Tipo Dual,Sony
Sony ST23i Xperia Miro,Sony
Sony ST25i Xperia U,Sony
Sony ST26i Xperia J,Sony
Sony ST27i Xperia Go,Sony
Sony TBD,Sony
Sony Xperia A,Sony
Sony Xperia C3,Sony
Sony Xperia C3 dual,Sony
Sony Xperia C3 dual TD-LTE S55t,Sony
Sony Xperia C4,Sony
Sony Xperia C4 dual,Sony
Sony Xperia C5 Ultra Dual,Sony
Sony Xperia E1,Sony
Sony Xperia E3,Sony
Sony Xperia E3 dual,Sony
Sony Xperia E4g Dual,Sony
Sony Xperia M2,Sony
Sony Xperia M2 Aqua,Sony
Sony Xperia M2 dual,Sony
Sony Xperia M2 Dual,Sony
Sony Xperia M4 Aqua,Sony
Sony Xperia M4 Aqua Dual,Sony
Sony Xperia M5 Dual,Sony
Sony Xperia T2 Ultra,Sony
Sony Xperia T2 Ultra dual,Sony
Sony Xperia T3,Sony
Sony Xperia Z1 Compact,Sony
Sony Xperia Z2,Sony
Sony Xperia Z3,Sony
Sony Xperia Z3 Compact,Sony
Sony Xperia Z3 Dual,Sony
Sony Xperia Z3 Plus,Sony
Sony Xperia Z3 Tablet Compact,Sony
Sony Xperia Z3+,Sony
Sony Xperia Z4 Compact,Sony
Sony Xperia Z4 Ultra,Sony
Sony Xperia Z5 Dual,Sony
Souq.com FZ - TD7,Souq
Spectra Technologies CREON,Spectra
Star Edition STARSHINE III,Star
"Star Voice Mobile Phone Trading M718,M708,M734,M735,M737",Star
"Summer Moon General Trading (LLC) M3070, M3080, M3090, M3010",Summer
"Summer Moon General Trading (LLC) M6830, M5830, M6650, M3350",Summer
Sunup SPN266,Sunup
Symbol MC7599,Symbol
T&W WU160,T
"T-World Technology H1280,H1110,X202,H500,X699",T
"Tec Sync Electronics Trading PF73, QF73",Tec
"Tec Sync Electronics Trading PL73, QL73",Tec
Tec Sync Electronics Trading X4,Tec
Tec Sync Electronics Trading Xtouch MID,Tec
Techfaith Wireless Communication Technology M160,Techfaith
Techfaith Wireless Communication Technology Tecface G6,Techfaith
Techno BOOM J7,Techno
Techno H5,Techno
Techno H6,Techno
Techno H7,Techno
Techno L7,Techno
Techno M3,Techno
Techno M5,Techno
Techno M6,Techno
Techno M7,Techno
Techno N7,Techno
Techno P5,Techno
Techno Phantom PAD II,Techno
Techno Phantom Pad Mini,Techno
Techno R7,Techno
Techno T209,Techno
Techno T340,Techno
Techno T340S,Techno
Techno T342,Techno
Techno T345,Techno
Techno T363,Techno
Techno T420,Techno
Techno T430,Techno
Techno T463,Techno
Techno T470,Techno
Techno T605,Techno
Techno Y4,Techno
Tecno Telecom 7C,Tecno
Tecno Telecom 7CS,Tecno
Tecno Telecom C5,Tecno
Tecno Telecom C8,Tecno
Tecno Telecom D5,Tecno
Tecno Telecom F7,Tecno
Tecno Telecom IT1406,Tecno
Tecno Telecom it1701,Tecno
Tecno Telecom J5,Tecno
Tecno Telecom L5,Tecno
Tecno Telecom M3,Tecno
Tecno Telecom M5,Tecno
Tecno Telecom PHANTOM Z mini,Tecno
Tecno Telecom S3,Tecno
Tecno Telecom T347,Tecno
Tecno Telecom T410,Tecno
Tecno Telecom Y2,Tecno
Tecno Telecom Y3,Tecno
Tecno Telecom Y6,Tecno
Telego C5,Telego
Telit GC864-QUAD V2,Telit
Telit GE910,Telit
Telit UL865,Telit
Telitmmunications GE910-QUAD (also known as Telit GE910),Telitmmunications
Telitmmunications LN930,Telitmmunications
Teltonika GM1400,Teltonika
Teltonika TM1,Teltonika
Teltonika TM11Q,Teltonika
Test TEST IMEI,Test
Thaiway Informationmputer M1758,Thaiway
Top Guo Wei  LR009,Top
Topstrasse Global S521,Topstrasse
"TP-Link Technologies M5360,M5250",TP
TP-Link Technologies M7350,TP
TP-Link Technologies T881,TP
TP-Link Technologies TL-TR861,TP
TP-Link Technologies TP-LINK MA180,TP
TRiDent MB-T6800,TRiDent
Two Deal for E-Commerce Vision 1,Two
U-SKY X200,U
United Time Technology G26E,United
United Time Technology G50,United
UNREGISTERED  UNREGISTERED,UNREGISTERED
VeriFone Vx510,VeriFone
VeriFone Vx520,VeriFone
VeriFone Vx670,VeriFone
VeriFone VX675,VeriFone
VeriFone VX675 3G,VeriFone
VeriFone Vx680,VeriFone
Vertu Corporation Signature S Design,Vertu
Virtue HL-C3810,Virtue
"Vison International Technology C30i,C3,C3Plus,S20",Vison
"Vison International Technology M8,N1 mini,H5,9015",Vison
Vison International Technology XL-103Q,Vison
Vodafone 330FM,Vodafone
Vodafone 858 Smart,Vodafone
Vodafone 875 Smart Mini,Vodafone
Vodafone B970,Vodafone
Vodafone K3520,Vodafone
Vodafone K3565,Vodafone
Vodafone K3715,Vodafone
Vodafone K3765,Vodafone
Vodafone K4201,Vodafone
Vodafone K4201-Z,Vodafone
Vodafone K4203,Vodafone
Vodafone K4505,Vodafone
Vodafone K4605,Vodafone
Vodafone R201 Mobile Wi-Fi,Vodafone
Vodafone R205,Vodafone
Vodafone R206-Z,Vodafone
Vodafone R207,Vodafone
Vodafone R207-Z,Vodafone
Vodafone R209-Z,Vodafone
Vodafone Smart 4 Fun,Vodafone
Vodafone Smart II,Vodafone
Vodafone Smart Prime 6,Vodafone
Vodafone Smart Speed 6,Vodafone
Vodafone Smart Tab 3G,Vodafone
Vodafone Smart ultra 6,Vodafone
Vodafone Tab prime 6,Vodafone
Vodafone VF685 Smart 4 Fun,Vodafone
Voto VOTO P9000,Voto
Vsun Communication Technology Alpha,Vsun
Vsun Communication Technology CAPTURE,Vsun
Vsun Communication Technology DNA,Vsun
Vsun Communication Technology NOCAM,Vsun
"Vsun Communication Technology Smart, Click",Vsun
Vsun Communication Technology SOLO,Vsun
Wasam Technology (Shenzhen) TELEGO G902,Wasam
Wavecom Q24,Wavecom
WBC MO170,WBC
Wentto G-TIDE G225,Wentto
Wiko Bloom,Wiko
Wiko HIGHWAY,Wiko
Wiko HIGHWAY 4G,Wiko
Wiko LENNY,Wiko
Wiko LENNY2,Wiko
Wiko OZZY,Wiko
Wiko RAINBOW,Wiko
Wiko RIDGE 4G,Wiko
Wikos RAINBOW JAM,Wikos
Wor(l)d Global Network WP4,Wor
XHB SOP-i5,XHB
Xiaomi Communications 2014021,Xiaomi
Xiaomi Communications 2015617,Xiaomi
Xiaomi Communications Hongmi Note 4G,Xiaomi
Xiaomi Communications MI 2013021,Xiaomi
Xiaomi Communications Mi-3,Xiaomi
Xiaomi Communications Mi-4i,Xiaomi
Xiaomi Communications Redmi 1S,Xiaomi
Xiaomi Communications Redmi 2 Dual SIM,Xiaomi
"Xinchuangxin International C8, C9, C30, C40",Xinchuangxin
Xltel GT-i9850,Xltel
XTOUCH OCEAN2,XTOUCH
XTOUCH P-Phone,XTOUCH
XTOUCH X2,XTOUCH
Yestel E52,Yestel
"Yestel Technology (HK) International Q405, Q555, Q635, Q666",Yestel
yezz Andy 4.5M,yezz
yezz Andy 4E,yezz
Yota Phone 2,Yota
Yxtel G710,Yxtel
YXTEL X88,YXTEL
Zhangli Information Technology Vsun V3,Zhangli
ZTC Communications S308,ZTC
ZTE A361,ZTE
ZTE BLADE,ZTE
ZTE Blade G Lux,ZTE
ZTE Blade L2,ZTE
ZTE Blade S6 4G LTE,ZTE
ZTE Blade S6 Plus,ZTE
ZTE Infinity X2 mini,ZTE
ZTE MF100,ZTE
ZTE MF30,ZTE
ZTE MF91D,ZTE
ZTE Open II,ZTE
ZTE S218,ZTE
ZTE S291 Grand S II,ZTE
ZTE S519,ZTE
ZTE Skate,ZTE
ZTE V6510,ZTE
ZTE V790,ZTE
ZTE V791,ZTE
ZTE V795,ZTE
ZTE V8100,ZTE
ZTE V815W,ZTE
ZTE Z970,ZTE
"ZTE ZTE N939St,ZTE N939Sc,ZTE N939Su",ZTE
"ZTE ZTE Q503U,ZTE Kis Q,T795,Amazing A4C,ZTE Grand Memo lite",ZTE
"ZTE ZTE R259,ZTE R528",ZTE
"ZTE ZTE T30,ZTE T60,ZTE T220,ZTE Blade C342",ZTE
ZTE ZTE ZTE S521,ZTE
ZTS International A1,ZTS
ZTS International E31i,ZTS
"ZTS International E75,E79,V3,E76,E71",ZTS
"ZTS International E90,E70,E82",ZTS
ZTS International G TIDE G210,ZTS
ZTS International G Tide G701 M77,ZTS
"ZTS International G-TIDE E56, E59",ZTS
ZTS International G-TIDE E7,ZTS
ZTS International G-tide G-PAD3,ZTS
ZTS International G-tide S100,ZTS
"ZTS International G005,G115,G116,G269,",ZTS
"ZTS International G05,G08,D3",ZTS
"ZTS International G121,M55",ZTS
ZTS International G151,ZTS
"ZTS International G220,G117,G009",ZTS
"ZTS International G260,G270,M66",ZTS
ZTS International G269,ZTS
"ZTS International G711,G007",ZTS
"ZTS International M10,S8,G300",ZTS
"ZTS International P700+,P706,P709,P711,P7072+",ZTS
"ZTS International S3,Solar 5,Solar 5D",ZTS
ZTS International S5,ZTS
"ZTS International T1,T2",ZTS
ZTS International V1,ZTS
"ZTS International V5,A2",ZTS
ZTS International V7,ZTS
"ZTS International X1,D1,D2",ZTS
"ZTS International X2,C1",ZTS
